id,event_a_id,event_b_id,direction,layer_type,layer_entity_id,connection_type,strength_score,source_count,time_distance,manual_strength,manual_reason,verification_status,verified_by,verified_at,curated_status,curated_by,curated_at,curation_note,created_at,updated_at
8688,14153,16884,forward,person,1749344,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8690,16884,19589,forward,person,1749344,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8698,8480,11120,forward,person,1750359,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8699,5796,19589,forward,person,1750397,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8700,11305,14153,forward,person,1751220,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8701,11305,25942,forward,person,1751220,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8702,14153,25942,forward,person,1751220,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8703,5201,22470,forward,person,1751277,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8708,5306,5495,forward,person,1752457,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8709,5306,16768,forward,person,1752457,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8710,5495,16768,forward,person,1752457,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8711,11027,16934,forward,person,1752627,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8712,12908,19649,forward,person,1752905,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8713,6666,20493,forward,person,1753122,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8715,11108,25957,forward,person,1753607,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8717,8533,22619,forward,person,1756310,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8718,23300,25463,forward,person,1758397,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8720,16763,25331,forward,person,1759041,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8721,19665,25331,forward,person,1759041,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8722,11490,17278,forward,person,1759441,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8723,11490,19589,forward,person,1759441,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8724,11490,25279,forward,person,1759441,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8725,17278,19589,forward,person,1759441,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8729,13880,19665,forward,person,1759497,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8734,22597,25338,forward,person,1759716,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8735,22674,25338,forward,person,1759716,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8736,19589,20066,forward,person,1759809,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8744,15177,22470,forward,person,1760534,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8745,15177,25965,forward,person,1760534,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8746,22470,25965,forward,person,1760534,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8747,19589,22838,forward,person,1760713,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8754,13973,22533,forward,person,1761376,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8755,13973,25414,forward,person,1761376,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8757,16993,22533,forward,person,1761376,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8758,16993,25414,forward,person,1761376,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8761,22533,25414,forward,person,1761376,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8763,8433,8483,forward,person,1762226,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8765,17051,19633,forward,person,1762288,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8766,14374,16914,forward,person,1763166,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8767,7035,15708,forward,person,1765699,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8768,14394,20235,forward,person,1765767,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8769,14394,25402,forward,person,1765767,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8770,20235,25402,forward,person,1765767,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8776,11109,19711,forward,person,1767246,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8780,5537,6488,forward,person,1768043,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8781,5537,8635,forward,person,1768043,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8782,5537,16792,forward,person,1768043,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8783,5537,17223,forward,person,1768043,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8784,6488,8635,forward,person,1768043,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8785,6488,16792,forward,person,1768043,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8786,6488,17223,forward,person,1768043,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8787,8635,16792,forward,person,1768043,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8788,8635,17223,forward,person,1768043,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8789,16792,17223,forward,person,1768043,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8803,11195,14153,forward,person,1772043,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8804,11120,13945,forward,person,1772071,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8805,11120,14234,forward,person,1772071,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8806,11120,25331,forward,person,1772071,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8807,13945,14234,forward,person,1772071,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8808,13945,25331,forward,person,1772071,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8809,14234,25331,forward,person,1772071,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8811,14153,26150,forward,person,1772075,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8812,19589,26150,forward,person,1772075,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8818,5194,17061,forward,person,1773246,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8819,5295,13867,forward,person,1773677,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8820,5295,14380,forward,person,1773677,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8821,13867,14380,forward,person,1773677,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8822,5194,23243,forward,person,1773809,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8823,8187,19589,forward,person,1773942,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8825,8124,11027,forward,person,1774137,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8826,8124,16934,forward,person,1774137,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8827,8130,11027,forward,person,1774137,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8828,8130,16934,forward,person,1774137,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8832,16757,19626,forward,person,1774957,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8835,5280,19635,forward,person,1775700,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8836,9116,11454,forward,person,1775706,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8837,8145,16742,forward,person,1775929,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8838,8145,22500,forward,person,1775929,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8840,8145,25574,forward,person,1775929,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8841,16742,22500,forward,person,1775929,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8844,22500,25279,forward,person,1775929,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8845,22500,25574,forward,person,1775929,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8847,8303,8767,forward,person,1776163,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8848,8303,21196,forward,person,1776163,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8849,8767,21196,forward,person,1776163,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8850,8303,13852,forward,person,1776289,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8851,5326,21014,forward,person,1777170,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8852,5685,22467,forward,person,1777747,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8856,5287,19588,forward,person,1778363,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8858,16785,22493,forward,person,1778764,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8859,14153,26594,forward,person,1778922,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8864,8141,16074,forward,person,1779118,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8865,8141,17377,forward,person,1779118,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8866,13981,16074,forward,person,1779118,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8867,13981,17377,forward,person,1779118,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8868,16074,17377,forward,person,1779118,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8869,5265,8769,forward,person,1779283,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8872,5416,8116,forward,person,1780098,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8874,11043,11237,forward,person,1780710,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8875,5265,22554,forward,person,1781078,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8876,11715,19589,forward,person,1781113,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8878,5574,8736,forward,person,1782734,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8882,5194,23165,forward,person,1783237,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8883,17061,23165,forward,person,1783237,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8886,8736,10204,forward,person,1783785,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8887,8736,26637,forward,person,1783785,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8888,10204,26637,forward,person,1783785,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8894,11052,19890,forward,person,1786954,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8895,11052,25427,forward,person,1786954,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8896,11052,25567,forward,person,1786954,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8897,19890,25427,forward,person,1786954,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8898,19890,25567,forward,person,1786954,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8899,25427,25567,forward,person,1786954,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8901,16755,25338,forward,person,1787267,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8902,16792,25338,forward,person,1787267,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8905,8124,14599,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8907,8124,20377,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8908,8124,20413,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8909,8124,25975,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8910,8130,14599,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8912,8130,20377,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8913,8130,20413,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8914,8130,25975,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8915,14599,16934,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8916,14599,20377,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8917,14599,20413,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8918,14599,25975,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8919,16934,20377,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8920,16934,20413,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8921,16934,25975,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8922,20377,20413,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8923,20377,25975,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8924,20413,25975,forward,person,1787880,related,35.39380753558938,7,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8925,17061,23748,forward,person,1788538,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8929,12051,17061,forward,person,1790793,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8930,12051,18062,forward,person,1790793,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8931,17061,18062,forward,person,1790793,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8932,8340,16755,forward,person,1790955,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8933,8340,25287,forward,person,1790955,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8935,14945,19589,forward,person,1790965,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8937,8554,14153,forward,person,1791063,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8939,8554,20304,forward,person,1791063,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8941,14153,20304,forward,person,1791063,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8942,19589,20304,forward,person,1791063,related,14.745041995892464,4,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8947,11433,22976,forward,person,1793455,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8949,14188,19596,forward,person,1795076,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8955,14228,20008,forward,person,1796312,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8956,14228,26239,forward,person,1796312,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8957,20008,26239,forward,person,1796312,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8959,14278,16843,forward,person,1796402,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8961,16843,19649,forward,person,1796402,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8965,5546,17625,forward,person,1796534,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8968,11287,17625,forward,person,1796534,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8970,16764,17625,forward,person,1796534,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8972,17625,22976,forward,person,1796534,related,21.076109984724805,5,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8974,11195,19589,forward,person,1796848,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8975,8772,19589,forward,person,1798324,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8977,5194,6464,forward,person,1798518,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8978,5194,17181,forward,person,1798518,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8979,6464,17181,forward,person,1798518,related,9.120519413787456,3,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8980,5269,14333,forward,person,1798729,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8986,25457,25972,forward,person,1800568,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8987,5253,11027,forward,person,1801675,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8989,11466,19772,forward,person,1803317,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8990,14356,19655,forward,person,1803446,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8997,19781,25319,forward,person,1804974,related,4.406279716687705,2,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8998,5977,8141,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
8999,5977,12116,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9000,5977,13875,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9001,5977,14993,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9002,5977,16755,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9003,5977,17377,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9004,5977,20031,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9005,8141,12116,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9006,8141,13875,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9007,8141,14993,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9010,8141,20031,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9011,12116,13875,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9012,12116,14993,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9013,12116,16755,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9014,12116,17377,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9015,12116,20031,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9016,13875,14993,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9017,13875,16755,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
9018,13875,17377,forward,person,1805296,related,43.23126394971642,8,,,,unverified,,,,,,,2026-02-13 20:23:45.728558,2026-02-13 20:23:45.728558
